person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,loan_status
37,120996,MORTGAGE,14,HOMEIMPROVEMENT,4000,7.66,0.03,15,0
39,11820,RENT,,MEDICAL,1500,11.11,0.13,11,0
39,121200,MORTGAGE,16,VENTURE,1450,6.76,0.01,17,0
43,122000,OWN,20,MEDICAL,12000,11.83,0.1,11,0
43,122500,MORTGAGE,4,EDUCATION,9150,6.03,0.07,12,0
37,123000,MORTGAGE,1,PERSONAL,35000,14.27,0.28,16,0
41,17000,RENT,0,PERSONAL,1500,15.23,0.09,13,1
46,17496,RENT,6,HOMEIMPROVEMENT,1500,11.14,0.09,13,1
38,123600,MORTGAGE,16,EDUCATION,12000,6.92,0.1,14,0
42,123735,MORTGAGE,8,DEBTCONSOLIDATION,6400,6.99,0.05,16,0
37,124000,MORTGAGE,4,HOMEIMPROVEMENT,30000,17.99,0.24,12,0
36,124000,MORTGAGE,2,DEBTCONSOLIDATION,2000,12.99,0.02,16,0
38,124000,MORTGAGE,8,VENTURE,12000,,0.1,16,0
37,124000,MORTGAGE,4,HOMEIMPROVEMENT,19000,13.92,0.15,16,0
41,24000,OWN,3,EDUCATION,4500,12.99,0.19,14,0
42,125000,MORTGAGE,5,MEDICAL,35000,7.9,0.28,12,0
45,125000,MORTGAGE,0,HOMEIMPROVEMENT,12000,6.03,0.1,14,0
42,24000,OWN,10,MEDICAL,5000,,0.21,11,0
40,22800,RENT,0,MEDICAL,1500,7.29,0.07,16,0
39,125000,MORTGAGE,13,DEBTCONSOLIDATION,4500,6.62,0.04,11,0
41,125000,MORTGAGE,,VENTURE,14975,6.03,0.12,16,0
36,125000,MORTGAGE,14,MEDICAL,14500,,0.12,16,0
39,25140,RENT,8,DEBTCONSOLIDATION,1500,14.22,0.06,13,1
40,125000,MORTGAGE,3,PERSONAL,10200,7.49,0.08,13,0
40,54000,RENT,4,PERSONAL,15000,14.26,0.28,12,0
43,125000,MORTGAGE,,HOMEIMPROVEMENT,8800,7.88,0.07,13,0
41,125000,MORTGAGE,7,DEBTCONSOLIDATION,20000,13.11,0.16,13,0
45,125000,MORTGAGE,14,PERSONAL,10000,,0.08,12,0
50,56000,RENT,2,HOMEIMPROVEMENT,15000,13.47,0.27,15,0
42,113000,MORTGAGE,11,EDUCATION,24000,15.31,0.21,15,1
37,125000,MORTGAGE,1,HOMEIMPROVEMENT,8000,9.32,0.06,15,0
42,57000,RENT,4,MEDICAL,15000,13.43,0.26,12,0
40,52000,RENT,2,EDUCATION,15000,18.62,0.29,17,1
45,126000,MORTGAGE,5,VENTURE,6000,10.65,0.05,12,0
44,58000,RENT,2,HOMEIMPROVEMENT,15000,13.48,0.26,15,0
39,126000,MORTGAGE,3,MEDICAL,14000,9.99,0.11,14,0
38,126000,MORTGAGE,3,EDUCATION,2400,,0.02,14,0
39,24000,OWN,0,HOMEIMPROVEMENT,3000,7.74,0.13,11,0
40,115000,MORTGAGE,16,HOMEIMPROVEMENT,10000,11.11,0.09,11,1
37,60000,RENT,,DEBTCONSOLIDATION,15000,12.42,0.25,15,0
43,98600,MORTGAGE,0,MEDICAL,7750,15.31,0.07,14,1
42,98603,MORTGAGE,19,MEDICAL,24250,14.22,0.21,14,1
46,60000,RENT,10,MEDICAL,15000,13.49,0.25,17,0
38,130000,MORTGAGE,1,HOMEIMPROVEMENT,30000,9.91,0.23,14,0
46,60000,RENT,9,VENTURE,15000,16.32,0.25,13,0
36,60000,RENT,2,VENTURE,15000,,0.25,16,0
36,60000,RENT,0,HOMEIMPROVEMENT,15000,13.57,0.25,12,0
45,118000,MORTGAGE,11,EDUCATION,9600,13.99,0.08,12,1
38,130000,MORTGAGE,8,DEBTCONSOLIDATION,11000,10.74,0.08,11,0
36,130000,MORTGAGE,9,PERSONAL,12000,,0.09,14,0
40,100300,MORTGAGE,2,MEDICAL,25000,14.83,0.21,16,1
40,130000,MORTGAGE,0,DEBTCONSOLIDATION,24250,6.17,0.19,16,0
39,130000,OWN,13,HOMEIMPROVEMENT,25000,16.07,0.19,14,0
37,22800,OWN,18,EDUCATION,7000,6.03,0.31,15,0
36,65000,RENT,7,MEDICAL,15000,10.59,0.23,17,0
41,132000,MORTGAGE,3,DEBTCONSOLIDATION,8000,13.49,0.06,17,0
40,132000,MORTGAGE,7,HOMEIMPROVEMENT,7500,7.29,0.06,15,0
36,65000,RENT,7,MEDICAL,15000,13.72,0.23,11,0
39,134000,MORTGAGE,,VENTURE,25000,10.25,0.19,17,0
42,60000,RENT,1,PERSONAL,15000,,0.25,15,1
36,123000,MORTGAGE,1,DEBTCONSOLIDATION,2500,14.91,0.02,14,1
41,135000,MORTGAGE,2,MEDICAL,20000,9.25,0.15,13,0
41,68000,RENT,0,EDUCATION,15000,13.47,0.22,12,0
36,62962,RENT,2,EDUCATION,15000,11.71,0.24,13,1
40,136000,MORTGAGE,5,HOMEIMPROVEMENT,21000,9.99,0.15,16,0
36,136000,MORTGAGE,0,VENTURE,4800,14.72,0.04,15,0
42,136173,MORTGAGE,2,EDUCATION,8000,6.62,0.06,15,0
50,137000,MORTGAGE,2,MEDICAL,23000,7.9,0.17,13,0
37,138000,MORTGAGE,19,EDUCATION,4000,15.62,0.03,12,0
43,138000,MORTGAGE,4,HOMEIMPROVEMENT,9900,6.99,0.07,14,0
36,138000,MORTGAGE,0,VENTURE,10000,13.98,0.07,12,0
38,71000,RENT,14,MEDICAL,15000,8.88,0.21,15,0
45,139380,OWN,4,HOMEIMPROVEMENT,9000,7.51,0.06,12,0
45,140000,MORTGAGE,9,HOMEIMPROVEMENT,7500,6.62,0.05,15,0
38,140000,MORTGAGE,13,HOMEIMPROVEMENT,10000,15.62,0.07,11,0
48,140000,MORTGAGE,4,EDUCATION,18000,9.99,0.13,11,0
36,140000,MORTGAGE,21,PERSONAL,8000,6.99,0.06,11,0
38,72900,RENT,3,PERSONAL,15000,12.68,0.21,12,0
45,140000,MORTGAGE,18,HOMEIMPROVEMENT,7000,7.29,0.05,17,0
41,108800,MORTGAGE,2,MEDICAL,15000,17.88,0.12,16,1
41,140000,MORTGAGE,3,VENTURE,25000,13.8,0.18,12,0
37,74000,RENT,7,PERSONAL,15000,11.71,0.2,11,0
38,140000,MORTGAGE,0,HOMEIMPROVEMENT,25000,9.99,0.18,12,0
38,140000,MORTGAGE,1,PERSONAL,10000,14.09,0.07,16,0
37,140000,MORTGAGE,15,HOMEIMPROVEMENT,14000,7.51,0.1,12,0
37,74784,RENT,8,HOMEIMPROVEMENT,15000,14.5,0.2,15,0
50,69000,RENT,8,DEBTCONSOLIDATION,15000,,0.22,17,1
40,75000,RENT,6,EDUCATION,15000,7.29,0.2,11,0
39,128000,MORTGAGE,12,HOMEIMPROVEMENT,20000,13.11,0.16,15,1
39,69000,RENT,0,PERSONAL,15000,14.42,0.22,12,1
36,19200,OWN,0,HOMEIMPROVEMENT,4500,13.49,0.23,14,1
37,117300,MORTGAGE,12,MEDICAL,10000,,0.07,11,1
39,138000,MORTGAGE,3,HOMEIMPROVEMENT,20000,11.14,0.14,12,1
41,141000,MORTGAGE,12,DEBTCONSOLIDATION,25000,14.96,0.18,13,1
39,49000,RENT,0,DEBTCONSOLIDATION,15175,19.13,0.31,11,1
42,37000,RENT,0,EDUCATION,15200,14.26,0.41,16,1
40,36100,RENT,9,VENTURE,15250,12.53,0.42,16,1
37,145124,MORTGAGE,21,PERSONAL,11375,10.99,0.08,14,1
36,42000,RENT,7,PERSONAL,15600,,0.37,14,1
44,45000,RENT,0,VENTURE,15775,10.99,0.35,12,1
42,153000,MORTGAGE,7,EDUCATION,25000,20.53,0.16,14,1
36,170000,MORTGAGE,13,VENTURE,25000,7.51,0.15,13,0
41,170000,MORTGAGE,11,MEDICAL,20000,11.11,0.12,11,0
46,82000,RENT,2,EDUCATION,16000,10.99,0.2,16,0
41,88712,RENT,2,VENTURE,16000,10.95,0.18,15,0
42,175000,MORTGAGE,12,PERSONAL,7000,12.99,0.04,13,0
44,175000,MORTGAGE,9,HOMEIMPROVEMENT,15000,7.66,0.09,17,0
41,138550,MORTGAGE,8,MEDICAL,23000,14.96,0.14,12,1
38,175000,MORTGAGE,21,VENTURE,10000,11.26,0.06,17,0
44,140787,MORTGAGE,3,MEDICAL,35000,16.49,0.21,15,1
47,178000,OWN,31,VENTURE,9000,10.99,0.05,17,0
46,180000,MORTGAGE,31,VENTURE,18000,9.91,0.1,11,0
41,180000,OWN,13,MEDICAL,14000,5.99,0.08,11,0
37,181000,MORTGAGE,11,DEBTCONSOLIDATION,20000,13.85,0.11,17,0
40,182004,MORTGAGE,7,HOMEIMPROVEMENT,25000,16.07,0.14,12,0
38,100000,RENT,2,HOMEIMPROVEMENT,16000,,0.16,11,0
48,185000,MORTGAGE,2,VENTURE,10000,20.62,0.05,14,0
36,185000,MORTGAGE,20,VENTURE,6000,10,0.03,15,0
37,185000,MORTGAGE,15,VENTURE,4000,10,0.02,11,0
47,187000,MORTGAGE,5,HOMEIMPROVEMENT,14000,8.9,0.07,16,0
40,187000,MORTGAGE,0,DEBTCONSOLIDATION,10000,7.9,0.05,17,0
37,108996,RENT,15,EDUCATION,16000,13.11,0.15,13,0
38,98000,RENT,4,DEBTCONSOLIDATION,16000,16.4,0.16,15,1
43,195000,MORTGAGE,4,EDUCATION,10000,12.73,0.05,12,0
44,200000,MORTGAGE,,VENTURE,20000,7.51,0.1,11,0
40,14400,OWN,10,HOMEIMPROVEMENT,8000,7.14,0.56,12,1
36,120000,RENT,2,HOMEIMPROVEMENT,16000,13.06,0.13,16,0
37,200000,MORTGAGE,3,EDUCATION,10000,13.8,0.05,16,0
38,200000,MORTGAGE,0,EDUCATION,3000,7.68,0.01,15,0
47,204000,MORTGAGE,6,EDUCATION,10000,13.06,0.05,13,0
37,205000,MORTGAGE,3,EDUCATION,18000,10.39,0.09,14,0
36,171870,MORTGAGE,4,MEDICAL,9400,15.62,0.05,11,1
42,300000,RENT,26,MEDICAL,16000,9.63,0.05,15,0
42,224000,MORTGAGE,16,EDUCATION,25000,11.86,0.11,15,0
43,69996,RENT,18,MEDICAL,19200,,0.27,11,0
40,250000,MORTGAGE,8,EDUCATION,28000,7.9,0.11,13,0
39,250000,MORTGAGE,21,VENTURE,4000,15.23,0.02,13,0
37,250000,MORTGAGE,2,EDUCATION,34000,14.79,0.14,16,0
37,74000,RENT,9,HOMEIMPROVEMENT,19200,12.87,0.26,12,1
36,238000,MORTGAGE,2,DEBTCONSOLIDATION,25000,15.95,0.11,17,1
45,89000,RENT,5,PERSONAL,19200,,0.22,12,0
40,275004,MORTGAGE,2,MEDICAL,24500,10.99,0.09,13,0
36,290000,MORTGAGE,6,PERSONAL,25000,15.65,0.09,16,0
37,244800,MORTGAGE,20,MEDICAL,35000,18.39,0.12,14,1
40,300000,MORTGAGE,3,VENTURE,16000,14.17,0.05,14,0
40,33600,RENT,8,EDUCATION,19275,14.5,0.57,11,1
38,313000,MORTGAGE,0,DEBTCONSOLIDATION,21600,,0.07,16,0
42,316800,MORTGAGE,3,PERSONAL,19400,,0.06,13,0
36,261800,MORTGAGE,16,MEDICAL,24000,10.62,0.08,16,1
39,310400,MORTGAGE,13,DEBTCONSOLIDATION,15000,15.65,0.05,11,1
39,325000,MORTGAGE,14,PERSONAL,18000,14.96,0.06,14,0
42,360000,MORTGAGE,11,EDUCATION,25000,9.99,0.07,14,0
45,54000,RENT,1,DEBTCONSOLIDATION,19425,11.99,0.36,17,1
41,381450,MORTGAGE,10,MEDICAL,35000,13.49,0.09,14,0
41,444000,MORTGAGE,4,EDUCATION,2500,15.31,0.01,11,0
40,550000,MORTGAGE,4,VENTURE,18000,11.12,0.03,12,0
40,550000,MORTGAGE,5,MEDICAL,8000,10.75,0.01,14,0
37,600000,OWN,11,HOMEIMPROVEMENT,16000,10.25,0.03,14,0
42,499800,OWN,4,MEDICAL,24000,18.43,0.04,11,1
42,600000,OTHER,2,EDUCATION,25000,14.74,0.04,11,0
43,780000,MORTGAGE,2,HOMEIMPROVEMENT,1000,8.94,0,11,0
38,37440,RENT,14,VENTURE,19750,13.92,0.53,16,1
37,800000,MORTGAGE,10,DEBTCONSOLIDATION,15000,11.36,0.02,17,0
36,828000,MORTGAGE,3,HOMEIMPROVEMENT,4200,,0.01,16,0
42,39000,RENT,4,HOMEIMPROVEMENT,19750,10.65,0.51,14,1
37,900000,MORTGAGE,5,PERSONAL,25000,12.87,0.03,13,0
47,1362000,MORTGAGE,9,VENTURE,6600,7.74,0,17,0
36,9600,MORTGAGE,1,VENTURE,3250,11.49,0.34,15,1
44,1440000,MORTGAGE,7,DEBTCONSOLIDATION,6400,7.4,0,15,0
36,45000,RENT,0,MEDICAL,19750,13.35,0.44,14,1
40,8628,OWN,,DEBTCONSOLIDATION,2500,,0.29,17,1
46,8088,RENT,15,MEDICAL,1600,14.42,0.2,11,1
37,7200,RENT,0,VENTURE,1000,11.14,0.14,13,0
37,6000,OWN,3,VENTURE,1300,6.03,0.22,11,1
41,4000,RENT,0,MEDICAL,2000,13.22,0.5,15,1
36,28800,RENT,2,MEDICAL,6000,15.96,0.21,13,0
47,79500,MORTGAGE,0,MEDICAL,16000,7.51,0.2,14,0
44,36000,MORTGAGE,6,EDUCATION,1000,7.51,0.03,17,0
47,48000,RENT,14,DEBTCONSOLIDATION,2500,14.65,0.05,17,0
43,46000,RENT,3,EDUCATION,5000,10.38,0.11,15,1
39,70000,MORTGAGE,7,VENTURE,12500,7.9,0.18,13,0
37,25000,RENT,6,EDUCATION,7500,10.99,0.3,15,0
44,94128,MORTGAGE,14,MEDICAL,4400,7.29,0.05,11,0
42,85000,RENT,3,MEDICAL,5750,12.99,0.07,14,0
38,37500,RENT,0,EDUCATION,1375,6.91,0.04,15,0
37,74784,RENT,8,HOMEIMPROVEMENT,15000,14.5,0.2,11,0
40,35820,RENT,0,PERSONAL,3275,8.88,0.09,13,0
46,47000,MORTGAGE,5,PERSONAL,6000,7.14,0.13,14,0
36,43680,MORTGAGE,0,VENTURE,15000,13.11,0.34,17,0
37,32400,OWN,0,EDUCATION,8000,15.99,0.25,12,0
44,88000,RENT,8,EDUCATION,8000,10.38,0.09,11,0
40,38000,RENT,4,DEBTCONSOLIDATION,7000,15.99,0.18,16,1
38,160000,MORTGAGE,12,EDUCATION,14000,6.62,0.09,16,0
48,19200,OWN,1,MEDICAL,7000,,0.36,16,1
38,55000,MORTGAGE,16,DEBTCONSOLIDATION,11700,7.66,0.21,13,0
36,20004,RENT,1,EDUCATION,4375,10.74,0.22,11,0
41,110000,MORTGAGE,7,VENTURE,30000,9.91,0.27,17,0
37,52000,RENT,0,VENTURE,14000,13.16,0.27,15,0
40,15864,RENT,,DEBTCONSOLIDATION,2375,11.11,0.15,12,0
38,130000,MORTGAGE,1,DEBTCONSOLIDATION,30000,9.91,0.23,11,0
36,38795,MORTGAGE,,MEDICAL,2000,,0.05,13,0
36,155000,MORTGAGE,9,MEDICAL,30000,7.9,0.19,14,0
39,84000,OWN,12,VENTURE,9875,7.51,0.12,14,0
38,81000,MORTGAGE,0,HOMEIMPROVEMENT,11000,10.36,0.14,14,0
37,74568,RENT,0,PERSONAL,6000,14.26,0.08,16,0
37,33280,RENT,2,VENTURE,8400,13.92,0.25,17,0
47,65000,RENT,1,MEDICAL,3100,13.49,0.05,16,0
41,35000,MORTGAGE,18,VENTURE,1500,13.06,0.04,13,0
37,60000,RENT,0,EDUCATION,3000,12.53,0.05,15,0
38,110000,OWN,6,VENTURE,12000,12.99,0.11,11,0
50,58800,MORTGAGE,12,MEDICAL,22000,17.74,0.37,13,1
38,18720,OWN,22,VENTURE,2500,11.86,0.13,16,0
37,60000,RENT,21,VENTURE,16000,,0.27,15,0
43,97500,RENT,6,PERSONAL,24000,10.99,0.25,16,0
46,90000,MORTGAGE,5,DEBTCONSOLIDATION,20000,6.91,0.22,15,0
37,48000,RENT,3,MEDICAL,7500,16.29,0.16,12,0
42,360000,MORTGAGE,11,HOMEIMPROVEMENT,25000,9.99,0.07,17,0
37,60000,RENT,1,MEDICAL,10000,15.99,0.17,17,1
39,12000,RENT,,DEBTCONSOLIDATION,2000,10.65,0.17,16,1
43,50000,MORTGAGE,11,EDUCATION,11500,,0.23,11,0
50,41496,RENT,9,MEDICAL,5000,15.31,0.12,12,1
50,68000,MORTGAGE,5,PERSONAL,10000,11.49,0.15,16,0
41,140000,MORTGAGE,2,EDUCATION,15000,17.88,0.11,11,0
36,45600,MORTGAGE,6,VENTURE,10000,13.49,0.22,15,0
20,65000,MORTGAGE,4,EDUCATION,4800,9.99,0.07,2,0
20,65000,MORTGAGE,4,VENTURE,4800,9.99,0.07,4,0
49,72000,RENT,4,DEBTCONSOLIDATION,8000,7.49,0.11,17,0
20,77000,MORTGAGE,4,VENTURE,6000,8,0.08,2,0
20,77052,MORTGAGE,4,EDUCATION,24250,11.36,0.31,2,0
20,85920,MORTGAGE,3,DEBTCONSOLIDATION,12000,8.49,0.14,2,0
20,94000,RENT,4,EDUCATION,5000,16.02,0.05,3,0
20,98000,MORTGAGE,4,EDUCATION,24250,,0.25,4,0
20,115731,MORTGAGE,4,DEBTCONSOLIDATION,9625,10.74,0.08,3,0
49,120000,MORTGAGE,12,MEDICAL,12000,10.99,0.1,12,0
20,135000,MORTGAGE,1,VENTURE,15000,15.96,0.11,2,0
20,188004,MORTGAGE,4,EDUCATION,2000,8.59,0.01,4,0
20,188004,MORTGAGE,4,PERSONAL,2000,8.59,0.01,2,0
49,15000,RENT,6,EDUCATION,2400,9.91,0.16,17,1
49,15000,RENT,6,MEDICAL,2400,9.91,0.16,13,0
49,23004,RENT,6,PERSONAL,3250,15.21,0.14,12,0
49,28800,MORTGAGE,5,MEDICAL,12000,,0.42,16,1
49,41869,MORTGAGE,8,EDUCATION,8000,7.14,0.19,15,0
49,42000,MORTGAGE,12,MEDICAL,3000,8.9,0.07,15,1
49,42000,MORTGAGE,15,EDUCATION,16750,10.99,0.4,12,0
49,45000,RENT,8,PERSONAL,10000,14.22,0.22,12,0
49,45000,RENT,2,DEBTCONSOLIDATION,15000,13.49,0.33,12,0
49,50000,MORTGAGE,8,PERSONAL,15850,14.26,0.32,17,0
49,50000,MORTGAGE,4,DEBTCONSOLIDATION,10000,9.07,0.2,15,0
49,50000,RENT,4,DEBTCONSOLIDATION,9200,,0.18,16,0
49,56100,MORTGAGE,11,MEDICAL,15000,,0.23,13,0
49,58000,MORTGAGE,5,PERSONAL,16000,15.33,0.28,13,0
49,72000,MORTGAGE,2,VENTURE,14825,6.03,0.21,12,1
49,74000,MORTGAGE,20,DEBTCONSOLIDATION,12000,17.99,0.16,15,0
49,74880,RENT,6,MEDICAL,14300,7.51,0.19,16,1
49,75000,MORTGAGE,21,DEBTCONSOLIDATION,15600,17.27,0.21,11,0
49,76872,MORTGAGE,4,PERSONAL,15000,14.84,0.2,11,1
49,77000,MORTGAGE,4,DEBTCONSOLIDATION,16000,14.09,0.21,12,0
49,80000,RENT,0,HOMEIMPROVEMENT,4800,7.88,0.06,15,1
49,82000,MORTGAGE,4,PERSONAL,10000,16.49,0.12,12,0
49,84240,MORTGAGE,4,MEDICAL,14000,11.89,0.17,17,0
49,86400,RENT,7,PERSONAL,16875,7.51,0.2,14,0
49,86400,RENT,0,MEDICAL,4000,,0.05,17,1
49,88000,RENT,11,VENTURE,12000,6.62,0.14,17,0
49,88400,MORTGAGE,4,MEDICAL,20000,13.92,0.23,14,0
49,90000,RENT,3,EDUCATION,12000,,0.13,16,0
43,65000,MORTGAGE,27,VENTURE,6000,7.49,0.09,17,0
43,47840,RENT,27,PERSONAL,15000,12.42,0.31,12,1
54,107000,RENT,27,VENTURE,10000,9.91,0.09,20,0
65,93000,MORTGAGE,27,PERSONAL,25000,9.99,0.27,27,0
48,70000,MORTGAGE,31,HOMEIMPROVEMENT,9000,14.54,0.13,17,0
46,180000,MORTGAGE,31,MEDICAL,18000,9.91,0.1,12,0
42,48000,MORTGAGE,26,MEDICAL,6500,7.29,0.14,11,0
42,57996,RENT,26,VENTURE,6000,8.59,0.1,12,1
42,62000,RENT,26,VENTURE,10000,8.49,0.16,14,0
39,29894,OWN,23,HOMEIMPROVEMENT,8000,9.63,0.27,17,0
43,70000,RENT,23,VENTURE,11000,7.29,0.16,16,0
39,54000,MORTGAGE,23,HOMEIMPROVEMENT,9000,11.71,0.17,12,0
39,56100,MORTGAGE,23,MEDICAL,8000,16.07,0.12,14,1
41,90000,MORTGAGE,23,VENTURE,13200,6.62,0.15,13,0
38,28800,OWN,23,VENTURE,13000,8.32,0.45,12,0
52,25000,RENT,23,MEDICAL,5000,12.61,0.2,22,1
52,29000,OWN,23,PERSONAL,7000,7.49,0.24,20,0
76,75000,RENT,23,MEDICAL,15000,8.94,0.2,25,0
38,43000,RENT,22,MEDICAL,10000,16.89,0.23,12,1
38,35000,RENT,22,EDUCATION,11100,6.62,0.32,14,1
46,305000,MORTGAGE,22,VENTURE,20000,17.93,0.07,13,0
38,192000,MORTGAGE,22,HOMEIMPROVEMENT,5600,7.9,0.03,14,0
46,185000,MORTGAGE,22,VENTURE,20000,11.36,0.11,15,0
43,62900,RENT,22,MEDICAL,18000,17.27,0.24,14,1
38,99996,OWN,22,HOMEIMPROVEMENT,25000,14.96,0.25,13,0
38,105000,MORTGAGE,22,VENTURE,12350,6.62,0.12,11,0
38,114000,MORTGAGE,22,DEBTCONSOLIDATION,19000,9.99,0.17,12,0
50,116000,MORTGAGE,22,PERSONAL,5000,10.25,0.04,17,0
